titulos,enlaces,precios,habitaciones,baños,metros_cuadrados,ciudades
"Ciudad La Salle Chamonix, Apartamento en Venta en Alameda, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-la-salle-chamonix-apartamentos-en-venta-en-alameda-bogota/15017178,140261000,1,1,30.09,bogotá
"ALTOS DE LA TOSCANA, Apartamento en Venta en Los medios, Restrepo",https://www.fincaraiz.com.co/proyectos-vivienda/altos-de-la-toscana-apartamentos-en-venta-en-los-medios-restrepo/15017455,128115000,2,1,49.96,restrepo
"ALPHA TOWER, Apartamento en Venta en Antonia santos centro, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/alpha-tower-apartamentos-en-venta-en-antonia-santos-centro-bucaramanga/6834506,308357000,3,2,62.93,bucaramanga
"ANDINO APARTAMENTOS, Apartaestudio en Venta en Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/andino-apartamentos-apartaestudios-en-venta-en-armenia/15016668,209000000,1,1,30.7,armenia
"RESERVA DEL MAR PUERTO GAIRA, Apartamento en Venta en Rodadero, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-del-mar-puerto-gaira-apartamentos-en-venta-en-rodadero-y-gaira-santa-marta/10377715,425000000,1,1,37.5,santa marta
"ANDALUCIA, Apartamentos en Venta en Lagos de Torca, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/andalucia-apartamentos-en-venta-en-lagos-de-torca-bogota/10832386,236600000,2,1,44,bogotá
"TRIALTO, Apartamentos en Venta en Santa monica, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/trialto-apartamentos-en-venta-en-santa-monica-cali/7015492,500000000,1,1,48,cali
"NIZA APARTAMENTOS, Apartamento en Venta en Loma del Esmeraldal, Envigado",https://www.fincaraiz.com.co/proyectos-vivienda/niza-apartamentos-apartamentos-en-venta-en-loma-del-chocho-envigado/10276495,850000000,3,2,99,envigado
"Parque Oriente Aurora, Apartamentos en Venta en Floridablanca",https://www.fincaraiz.com.co/proyectos-vivienda/parque-oriente-aurora-apartamentos-en-venta-en-floridablanca/15017197,230600000,2,2,62.49,floridablanca
"RESERVA DE CAJICA 2, Apartamento en Venta en Chuntame, Cajicá",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-de-cajica-2-apartamentos-en-venta-en-rio-grande-cajica/15017277,277499000,3,2,56.5,cajicá
"COLINA CAMPESTRE CASAS, Apartamento en Venta en La floresta, Calarcá",https://www.fincaraiz.com.co/proyectos-vivienda/colina-campestre-casas-apartamentos-en-venta-en-la-floresta-calarca/10762567,498000000,3,3,133.73,calarcá
"INGÁ, Apartamento en Venta en El dorado, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/inga-apartamentos-en-venta-en-el-poblado-i-etapa-pereira/15017090,384000000,3,2,63.62,pereira
"BARU, Apartamento en Venta en Las Palmas, Ricaurte",https://www.fincaraiz.com.co/proyectos-vivienda/baru-apartamentos-en-venta-en-las-palmas-ricaurte/6511818,347000000,3,2,72,ricaurte
"CONDOMINIO CAMPESTRE ORQUÍDEA DEL RÍO, Lote en Venta en Socota, Apulo",https://www.fincaraiz.com.co/proyectos-vivienda/condominio-campestre-orquidea-del-rio-lotes-en-venta-en-apulo/3194727,297000000,0,0,2116,apulo
"VALLE ALTO, Apartamento en Venta en Las Palmas, Ricaurte",https://www.fincaraiz.com.co/proyectos-vivienda/valle-alto-apartamentos-en-venta-en-las-palmas-ricaurte/10205232,202772700,2,1,52,ricaurte
"Alcaparro, Apartamentos en Venta en Ciudad verde, Soacha",https://www.fincaraiz.com.co/proyectos-vivienda/alcaparro-apartamentos-en-venta-en-ciudad-verde-soacha/15017189,195000000,2,2,53.95,soacha
"YARI, Apartamento en Venta en Picalena sector rural, Ibagué",https://www.fincaraiz.com.co/proyectos-vivienda/yari-apartamentos-en-venta-en-picalena-sector-rural-ibague/10128189,191300000,3,2,56,ibagué
"BAU 69, Oficinas en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/proyectos-vivienda/bau-69-oficinas-en-venta-en-laureles-medellin/7687457,290700000,0,1,30.6,medellín
"San Felipe La Quinta, Apartamento en Venta en Algarra iii, Zipaquirá",https://www.fincaraiz.com.co/proyectos-vivienda/san-felipe-la-quinta-apartamentos-en-venta-en-zipaquira/7766234,244440000,2,2,39.43,zipaquirá
"Jardín Dalia, Apartamento en Venta en La carolina, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/jardin-dalia-apartamentos-en-venta-en-la-carolina-cartagena/15016633,163247000,2,2,41.78,cartagena
"EL PUERTO, Apartamentos en Venta en La felicidad, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/el-puerto-apartamentos-en-venta-en-la-felicidad-bogota/15017496,773600000,1,1,48,bogotá
"SERENITY MALL, Local en Venta en El Caimo, Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/serenity-mall-locales-en-venta-en-el-caimo-armenia/15017134,295435296,0,0,65.3,armenia
"Palmanova, Apartamento en Venta en Miramar, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/palmanova-apartamentos-en-venta-en-miramar-barranquilla/15017212,207540000,1,1,46.7,barranquilla
"NIDO, Apartamentos en Venta en Pan de azucar, Sabaneta",https://www.fincaraiz.com.co/proyectos-vivienda/nido-apartamentos-en-venta-en-pan-de-azucar-sabaneta/5433994,428296400,2,2,62,sabaneta
"ARBOREA, Apartamentos en Venta en Las villas, Zipaquirá",https://www.fincaraiz.com.co/proyectos-vivienda/arborea-apartamentos-en-venta-en-las-villas-zipaquira/6969866,284204668,3,2,61.57,zipaquirá
"PLAYA SANTUA SIERRA, Apartamento en Venta en Pozos Colorados, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/playa-santua-sierra-apartamentos-en-venta-en-pozos-colorados-santa-marta/15017057,522500000,1,1,39.5,santa marta
"Samán del Encanto, Apartamentos en Venta en Cali",https://www.fincaraiz.com.co/proyectos-vivienda/saman-del-encanto-apartamentos-en-venta-en-cali/15017542,142592000,1,1,40.09,cali
"PUERTO REAL RESIDENCIAL, Apartamentos en Venta en San salvador, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/puerto-real-residencial-apartamentos-en-venta-en-san-salvador-barranquilla/3780605,360000000,4,4,109.87,barranquilla
"NIZA 92, Apartamentos en Venta en El poblado, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/niza-92-apartamentos-en-venta-en-el-poblado-barranquilla/15016932,474000000,3,2,79,barranquilla
"ENTREVERDE CLUB, Apartamentos en Venta en Nueva zelandia, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/entreverde-club-apartamentos-en-venta-en-nueva-zelandia-bogota/4916503,214000000,1,1,27.67,bogotá
"LA BAHIA, Apartamento en Venta en La felicidad, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/la-bahia-apartamentos-en-venta-en-la-felicidad-bogota/6517041,618980000,3,2,73,bogotá
"BORA CAMPESTRE, Casa en Venta en El bosque, Caicedonia",https://www.fincaraiz.com.co/proyectos-vivienda/bora-campestre-casas-en-venta-en-caicedonia/15017085,273962500,2,2,70.7,caicedonia
"SOLARE, Apartamento en Venta en Las villas, Zipaquirá",https://www.fincaraiz.com.co/proyectos-vivienda/solare-apartamentos-en-venta-en-las-villas-zipaquira/7426161,195000000,3,2,50.7,zipaquirá
"ORQUIDEA, Apartamento en Venta en Lagos de Torca, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/orquidea-apartamentos-en-venta-en-lagos-de-torca-bogota/6382440,530000000,2,2,65,bogotá
"CONDOMINIO CAMPESTRE EL CIRUELO, Lotes en Venta en Combia, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/condominio-campestre-el-ciruelo-lotes-en-venta-en-combia-pereira/6085636,398500000,0,0,2000.53,pereira
"CORAL, Apartamento en Venta en La felicidad, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/coral-apartamentos-en-venta-en-la-felicidad-bogota/7709437,464100000,1,1,50,bogotá
"NAVARRA, Apartamentos en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/navarra-apartamentos-en-venta-en-engativa-bogota/15016976,850900000,3,2,83,bogotá
"ARBOLEDA CAMPESTRE, Apartamento en Venta en Comuna 8, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/arboleda-campestre-apartamentos-en-venta-en-comuna-8-villavicencio/7762389,152338000,1,1,31,villavicencio
"EL TRAPICHE, Apartamento en Venta en Portales del trapiche, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/el-trapiche-apartamentos-en-venta-en-portales-del-trapiche-villavicencio/7762437,458000000,1,1,55,villavicencio
"MONTECARLO ABEDULES, Apartamento en Venta en Bloques bosques de pinares, Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/montecarlo-abedules-apartamentos-en-venta-en-bloques-bosques-de-pinares-armenia/15016672,204000000,3,2,55.04,armenia
"SENDEROS DE LA MORADA II VILAS CLUB / VILAS CLUB, Apartamento en Venta en La Morada, Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/senderos-de-la-morada-ii-vilas-club-vilas-club-apartamentos-en-venta-en-la-morada-jamundi/3647470,626500000,3,4,136.75,jamundí
"AMARETTO, Apartamento en Venta en Miramar, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/amaretto-apartamentos-en-venta-en-miramar-barranquilla/10183539,271850000,2,1,45.95,barranquilla
"ICONIK68, Apartamento en Venta en Américas Central, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/iconik68-apartamentos-en-venta-en-americas-central-bogota/5275226,448900000,2,2,60.78,bogotá
"LA MACARENA, Apartamento en Venta en Mt centauros, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/la-macarena-apartamentos-en-venta-en-cr-gratamira-villavicencio/15017274,430000000,3,2,75,villavicencio
"LAGOS DE IRAKA CASAS DE CAMPO, Casas Campestres en Venta en Vía El Caimo, Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/lagos-de-iraka-casas-de-campo-casas-campestres-en-venta-en-via-el-caimo-armenia/10549323,1143150000,3,4,181.35,armenia
"SAN MARCO, Apartamento en Venta en La boquilla, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/san-marco-apartamentos-en-venta-en-la-boquilla-cartagena/10806437,480000000,1,2,60,cartagena
"RESERVA DEL MAR BELLO HORIZONTE, Apartamento en Venta en Pozos Colorados, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-del-mar-bello-horizonte-apartamentos-en-venta-en-zuana-santa-marta/6943824,458999990,1,1,35,santa marta
"URBANA 30, Apartamento en Venta en Paloquemao, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/urbana-30-apartamentos-en-venta-en-paloquemao-bogota/5893098,182000000,1,1,22,bogotá
"SANTA MARIA DEL BUQUE, Apartamento en Venta en Esperanza, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/santa-maria-del-buque-apartamentos-en-venta-en-esperanza-villavicencio/10187111,1092580000,3,3,134.81,villavicencio
"LA RESERVA CAMPESTRE, Lote en Venta en San luis, Tubará",https://www.fincaraiz.com.co/proyectos-vivienda/la-reserva-campestre-lotes-en-venta-en-san-luis-tubara/15017501,135000000,0,0,180,tubará
"TORRECHIARA, Apartamento en Venta en La boquilla, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/torrechiara-apartamentos-en-venta-en-la-boquilla-cartagena/5778404,320000000,1,1,41,cartagena
"KUNDARA CASAS CAMPESTRES, Casa Campestre en Venta en Cota",https://www.fincaraiz.com.co/proyectos-vivienda/kundara-casas-campestres-casas-campestres-en-venta-en-cota/15017306,861000000,3,3,91.15,cota
"HACIENDA CAMPESTRE, Casas en Venta en Caicedonia",https://www.fincaraiz.com.co/proyectos-vivienda/hacienda-campestre-casas-en-venta-en-caicedonia/15017088,250200000,3,4,92,caicedonia
"TUPARRO, Apartamentos en Venta en Cr gratamira, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/tuparro-apartamentos-en-venta-en-cr-gratamira-villavicencio/7419574,402052000,3,2,80,villavicencio
"CIDRON, Apartamentos en Venta en El misterio, Cajicá",https://www.fincaraiz.com.co/proyectos-vivienda/cidron-apartamentos-en-venta-en-el-misterio-cajica/10785205,670000000,3,3,90,cajicá
"FONTANA 7, Apartamento en Venta en La Prosperidad, Madrid",https://www.fincaraiz.com.co/proyectos-vivienda/fontana-7-apartamentos-en-venta-en-la-prosperidad-madrid/10090345,225000000,3,2,58.2,madrid
"ALTOS DE LA HACIENDA, Apartamento en Venta en Ladrilleras, Calarcá",https://www.fincaraiz.com.co/proyectos-vivienda/altos-de-la-hacienda-apartamentos-en-venta-en-antonio-nariño-calarca/10872561,146523000,1,1,28.73,calarcá
"RESERVA DEL DORADO, Apartamentos en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-del-dorado-apartamentos-en-venta-en-engativa-bogota/15016977,313000000,2,2,41,bogotá
"SAN PABLO, Apartamento en Venta en Chapinero, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/san-pablo-apartamentos-en-venta-en-comuneros-bucaramanga/2322298,123951005,1,1,34.1,bucaramanga
"RESERVA DE LA CIENAGA, Apartamento en Venta en Ciudad Mallorquín, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-de-la-cienaga-apartamentos-en-venta-en-ciudad-mallorquin-barranquilla/10784436,204703200,2,1,57,barranquilla
"HACIENDA ANDAHUAYLAS CONDOMINIO CAMPESTRE, Apartamentos en Venta en Sector plaza de bolivar, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/hacienda-andahuaylas-condominio-campestre-apartamentos-en-venta-en-sector-plaza-de-bolivar-pereira/2657513,808800000,2,2,117,pereira
"Bolonia, Apartamentos en Venta en Miramar, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/bolonia-apartamentos-en-venta-en-miramar-barranquilla/10833226,529143000,3,3,85.34,barranquilla
"TORRE MACUIRA, Apartamento en Venta en Avenida Centenario, Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/torre-macuira-apartamentos-en-venta-en-avenida-centenario-armenia/10198451,439452000,1,1,56.34,armenia
"COLINA DEL HATO, Apartamento en Venta en Ruitoque, Piedecuesta",https://www.fincaraiz.com.co/proyectos-vivienda/colina-del-hato-apartamentos-en-venta-en-ruitoque-piedecuesta/15017201,528658000,3,3,92.69,piedecuesta
"ENTRECERROS, Apartamento en Venta en Comuna 7, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/entrecerros-apartamentos-en-venta-en-comuna-7-villavicencio/7744068,989000000,3,4,139.14,villavicencio
"URBANIA ECO, Apartamento en Venta en Fontibon, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/urbania-eco-apartamentos-en-venta-en-brisas-aldea-fontibon-bogota/7419413,188690000,2,1,40.67,bogotá
"XUA Apartamentos, Apartamento en Venta en Rodadero sur, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/xua-apartamentos-apartamentos-en-venta-en-rodadero-sur-santa-marta/10249639,303566663,1,1,32.14,santa marta
"QATAR APARTAMENTOS, Apartamento en Venta en Nuevo Sotomayor, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/qatar-apartamentos-apartamentos-en-venta-en-nuevo-sotomayor-bucaramanga/6539154,492000000,3,2,91.6,bucaramanga
"ATELIER 68, Apartaestudios en Venta en Chapinero, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/atelier-68-apartaestudios-en-venta-en-chapinero-bogota/10816288,223000000,1,1,21,bogotá
"ECOCIUDAD GALICIA, Apartamentos en Venta en Via Circasia, Circasia",https://www.fincaraiz.com.co/proyectos-vivienda/ecociudad-galicia-apartamentos-en-venta-en-via-circasia-circasia/10651208,180000000,3,1,51.47,circasia
"Bulevar del Puente, Apartamento en Venta en Piedecuesta",https://www.fincaraiz.com.co/proyectos-vivienda/bulevar-del-puente-apartamentos-en-venta-en-piedecuesta/15017194,195000000,2,2,59.48,piedecuesta
"Ciudad La Salle Montpellier, Apartamento en Venta en Toberin, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-la-salle-montpellier-apartamentos-en-venta-en-toberin-bogota/15017167,507221000,2,2,56.18,bogotá
"ZOLEA GOLDEN LIVING, Apartaestudio en Venta en El Caimo, Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/zolea-golden-living-apartaestudios-en-venta-en-el-caimo-armenia/15016622,419728500,1,1,47.15,armenia
"PALMANOVA EUFONIA, Apartamento en Venta en Barranquillita centro, Villeta",https://www.fincaraiz.com.co/proyectos-vivienda/palmanova-eufonia-apartamentos-en-venta-en-barranquillita-centro-villeta/6921351,395000000,3,2,66.85,villeta
"CITRINO, Apartamentos en Venta en La Prosperidad, Madrid",https://www.fincaraiz.com.co/proyectos-vivienda/citrino-apartamentos-en-venta-en-la-prosperidad-madrid/7346425,208600000,3,2,58.15,madrid
"PARQUE COMERCIAL LA VEGA, Apartamento en Venta en La vega",https://www.fincaraiz.com.co/proyectos-vivienda/parque-comercial-la-vega-apartamentos-en-venta-en-la-vega/15016893,244334000,1,1,33.07,la vega
"MIRADOR DE LA MONTAÑA - RESTREPO META, Casas en Venta en Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/mirador-de-la-montaña-restrepo-meta-casas-en-venta-en-villavicencio/15016946,205000000,2,1,52.72,villavicencio
"Aragón Castilla Reservado, Apartamentos en Venta en El tintal, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/aragon-castilla-reservado-apartamentos-en-venta-en-el-tintal-bogota/5310371,362234000,3,2,61.15,bogotá
"COLINA CAMPESTRE ll, Apartamentos en Venta en Leon xii, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/colina-campestre-ll-apartamentos-en-venta-en-leon-xii-villavicencio/7762421,483152000,3,2,79,villavicencio
"MIRAMONT PARK, Apartamento en Venta en Santa teresa, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/miramont-park-apartamentos-en-venta-en-zona-norte-bogota/1587448,470000000,2,2,59.5,bogotá
"TANGARA, Casas en Venta en Ciudad Country, Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/tangara-casas-en-venta-en-ciudad-country-jamundi/6815616,446057504,2,2,101.46,jamundí
"VERONA, Apartamento en Venta en La Floresta, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/verona-apartamentos-en-venta-en-la-floresta-bogota/10379685,426000000,1,1,32,bogotá
"LIMONAR, Apartamento en Venta en Calahorra, Cajicá",https://www.fincaraiz.com.co/proyectos-vivienda/limonar-apartamentos-en-venta-en-calahorra-cajica/15016978,452000000,2,2,64,cajicá
"ALDEA IMPERIAL, Apartamento en Venta en Aldea alta, Girón",https://www.fincaraiz.com.co/proyectos-vivienda/aldea-imperial-apartamentos-en-venta-en-aldea-alta-giron/15017384,180000000,2,1,41.58,girón
"IKEBANA, Apartamentos en Venta en Comuna 8, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/ikebana-apartamentos-en-venta-en-comuna-8-villavicencio/7761075,195000000,2,1,54,villavicencio
"DELVENTTO, Apartamento en Venta en Los cardonales, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/delventto-apartamentos-en-venta-en-pozos-colorados-santa-marta/5948433,420000000,1,1,38.6,santa marta
"RESERVA EL CORTIJO SUITE HOUSE, Apartamentos en Venta en Vista hermosa sur, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-el-cortijo-suite-house-apartamentos-en-venta-en-vista-hermosa-sur-santa-marta/6608257,788800000,4,4,143.32,santa marta
"VIBRATTO, Apartamento en Venta en Machado, Copacabana",https://www.fincaraiz.com.co/proyectos-vivienda/vibratto-apartamentos-en-venta-en-machado-copacabana/7086347,296980000,3,2,59.76,copacabana
"Azafrán Ciudad Tierrabuena, Apartamento en Venta en Guatiguara, Piedecuesta",https://www.fincaraiz.com.co/proyectos-vivienda/azafran-ciudad-tierrabuena-apartamentos-en-venta-en-guatiguara-piedecuesta/15016632,230600000,1,1,41.41,piedecuesta
"ENTREMADEROS, Apartamentos en Venta en Circasia",https://www.fincaraiz.com.co/proyectos-vivienda/entremaderos-apartamentos-en-venta-en-circasia/6362955,1313040000,4,3,176.5,circasia
